hash,params,tflite_file,tflite_bytes,status
500b6b24be5e01566f7a24a1b3ddbf99,5631114,500b6b24be5e01566f7a24a1b3ddbf99.tflite,5801232,converted
1afd00395ec69ed9f63948e25b6b3fe9,3039882,1afd00395ec69ed9f63948e25b6b3fe9.tflite,3151232,converted
8ea87d1967f5899f0378de0842f03357,1458454,8ea87d1967f5899f0378de0842f03357.tflite,1545152,converted
bd827b56353a16aca75736cd910b049a,5543818,bd827b56353a16aca75736cd910b049a.tflite,5687016,converted
bd9c3973a15cb2d5972acb3b993998d1,12989834,bd9c3973a15cb2d5972acb3b993998d1.tflite,13300760,converted
6b388c0562e2862c12426814f82479d3,1151626,6b388c0562e2862c12426814f82479d3.tflite,1265568,converted
32d110bdebe97a3ff14e41a19bc5c49b,14196618,32d110bdebe97a3ff14e41a19bc5c49b.tflite,14561272,converted
1499a73e3b84789ad556ca8303455065,24376202,1499a73e3b84789ad556ca8303455065.tflite,24855464,converted
2e3850a1615f1146eb28fc4849aec8ee,8398474,2e3850a1615f1146eb28fc4849aec8ee.tflite,8629440,converted
1f7d9e17259b6fbd22a3f062aee0707f,23333258,1f7d9e17259b6fbd22a3f062aee0707f.tflite,23756384,converted
f8d6fa2722e16ea30e77e7d272e78375,2810250,f8d6fa2722e16ea30e77e7d272e78375.tflite,3006568,converted
4c96c71603c5fff4da5c01a29484d3be,3566730,4c96c71603c5fff4da5c01a29484d3be.tflite,3736848,converted
86083346482d6f53635eb434524b5511,6070666,86083346482d6f53635eb434524b5511.tflite,6272376,converted
65933d33a02a18bb48533c4c1046530e,7695498,65933d33a02a18bb48533c4c1046530e.tflite,7865616,converted
ecf18a19fed3f12b6f516182dca9710e,975498,ecf18a19fed3f12b6f516182dca9710e.tflite,1087104,converted
d374baff9a680e54af2e7e01a87f36f4,4732298,d374baff9a680e54af2e7e01a87f36f4.tflite,5043152,converted
1583dcc40be576ec7008f126e6e81512,5775242,1583dcc40be576ec7008f126e6e81512.tflite,6142232,converted
0654ed6d7181262f3d079ce95db83fb7,4709258,0654ed6d7181262f3d079ce95db83fb7.tflite,4969232,converted
dd23734c1a919843f0268d96a0445e97,830586,dd23734c1a919843f0268d96a0445e97.tflite,938232,converted
25b8b63322b04bdb25b851c263b2dc42,6070666,25b8b63322b04bdb25b851c263b2dc42.tflite,6272376,converted
6f156ca3180367695987bd202288e4c4,7695498,6f156ca3180367695987bd202288e4c4.tflite,7865616,converted
d739e62e8a2418339b967173f318a4df,5367690,d739e62e8a2418339b967173f318a4df.tflite,5508552,converted
82c1c57c423890164d4a46e272f298ab,1873833,82c1c57c423890164d4a46e272f298ab.tflite,2004016,converted
c465ad35f7c93aefdf743307af761ae1,5807242,c465ad35f7c93aefdf743307af761ae1.tflite,5979696,converted
f72dbf1a8be774259d5d37c90693a918,38090122,f72dbf1a8be774259d5d37c90693a918.tflite,38396296,converted
b98c29c210adbd72771cfa1b08e278d2,12274570,b98c29c210adbd72771cfa1b08e278d2.tflite,12524680,converted
7d9741575b0be783a7e67bf2185d60c9,12274570,7d9741575b0be783a7e67bf2185d60c9.tflite,12524680,converted
281a90bd259878c4e3a6812d68e0bc4b,3039882,281a90bd259878c4e3a6812d68e0bc4b.tflite,3153360,converted
ae8226a2141935fa6950cecd98eaa005,4182410,ae8226a2141935fa6950cecd98eaa005.tflite,4388336,converted
b59d40920fd59f2b76a8ae0c5504085c,3918986,b59d40920fd59f2b76a8ae0c5504085c.tflite,4095728,converted
8052f7a6ed5070e58dc4afc69b0ee1b0,22454154,8052f7a6ed5070e58dc4afc69b0ee1b0.tflite,22818880,converted
ec63a326161d51fac57d66ea463d1b8e,13153674,ec63a326161d51fac57d66ea463d1b8e.tflite,13464136,converted
bc87a8607312e46c1e5b8157354e44e6,2800487,bc87a8607312e46c1e5b8157354e44e6.tflite,2931528,converted
3a84e0ad7980f716eeacf15919b262be,4709258,3a84e0ad7980f716eeacf15919b262be.tflite,4973696,converted
9276fde4b697391a8d5066e28867bb0b,2446392,9276fde4b697391a8d5066e28867bb0b.tflite,2617072,converted
99721afd3b8c087a8ca3ea7f28af83ae,7871626,99721afd3b8c087a8ca3ea7f28af83ae.tflite,8045952,converted
6e0dbd705172b517f094c9a75db5b7c4,5807242,6e0dbd705172b517f094c9a75db5b7c4.tflite,5981640,converted
cafd85f3e54ce4216301777d4b10419a,5150908,cafd85f3e54ce4216301777d4b10419a.tflite,5344992,converted
2a922a7a0697d6ce64e8d578155b0c0d,8311178,2a922a7a0697d6ce64e8d578155b0c0d.tflite,8517104,converted
2ea7c78ede3d80e4b444cefca490d9d3,2903390,2ea7c78ede3d80e4b444cefca490d9d3.tflite,3056672,converted
3fed381ef6b74478bf55bbd53294ff73,22454154,3fed381ef6b74478bf55bbd53294ff73.tflite,22820752,converted
1dc1e82eea097075a9e046d10b419a42,14032778,1dc1e82eea097075a9e046d10b419a42.tflite,14401712,converted
ea54a4d9ef124d726e7a084dbeee70d6,6818186,ea54a4d9ef124d726e7a084dbeee70d6.tflite,7243256,converted
d40c7bae09509dc04fa8ce0138f46900,5939082,d40c7bae09509dc04fa8ce0138f46900.tflite,6305680,converted
2ce34fada9900cdbd52a7d113f4b7055,1577512,2ce34fada9900cdbd52a7d113f4b7055.tflite,1686560,converted
32195ce3cf7d3a6fbae3ad82cffb5bc3,1860143,32195ce3cf7d3a6fbae3ad82cffb5bc3.tflite,1991816,converted
e3ba772b6ebbd0820e63a275856d3a35,6510218,e3ba772b6ebbd0820e63a275856d3a35.tflite,6742808,converted
a4c71eaa7d0778c6a3ac2205e8ebe6f1,5775242,a4c71eaa7d0778c6a3ac2205e8ebe6f1.tflite,6144000,converted
e023422e143010f04583a26cadcbd88c,2632240,e023422e143010f04583a26cadcbd88c.tflite,2804208,converted
cdafdf37ce85696704cb88943e97c552,1700674,cdafdf37ce85696704cb88943e97c552.tflite,1832248,converted
64f65883b65c291d04968606b20d998f,3940181,64f65883b65c291d04968606b20d998f.tflite,4113248,converted
056315d7cf3e923b7c183ed40921722d,8135050,056315d7cf3e923b7c183ed40921722d.tflite,8338704,converted
816717ac4d61dd62ada09740b4fa6470,3039882,816717ac4d61dd62ada09740b4fa6470.tflite,3153360,converted
f30caa74b7fb37f137530a80d57497f3,3825366,f30caa74b7fb37f137530a80d57497f3.tflite,3977392,converted
0da761dba61a8ddaa4458e24c94abffc,2776458,0da761dba61a8ddaa4458e24c94abffc.tflite,2860680,converted
ebc4564768c3236c93f2b21f02e0ddd3,8135050,ebc4564768c3236c93f2b21f02e0ddd3.tflite,8338632,converted
250c5f63f0a4a985e704c8b6b34fd6ef,8750730,250c5f63f0a4a985e704c8b6b34fd6ef.tflite,8985664,converted
0b192a7077200e1888810a75d49754f3,4182410,0b192a7077200e1888810a75d49754f3.tflite,4385744,converted
3cbfa9553b6dc916464f5015bf8b3ca0,1577512,3cbfa9553b6dc916464f5015bf8b3ca0.tflite,1688648,converted
845a4b654acb7d14b25138c4d792eb74,12989834,845a4b654acb7d14b25138c4d792eb74.tflite,13302704,converted
51832d14df0d1d5b0ef56dceeb63cae5,22454154,51832d14df0d1d5b0ef56dceeb63cae5.tflite,22820824,converted
48ee5a1f9886effef4616eb2e3e573cd,38090122,48ee5a1f9886effef4616eb2e3e573cd.tflite,38398240,converted
316eef4bcc20e9a3f7ca6f32b4600e58,6246794,316eef4bcc20e9a3f7ca6f32b4600e58.tflite,6452792,converted
74b4f4593d17d0a2951634df306a4958,38969226,74b4f4593d17d0a2951634df306a4958.tflite,39335752,converted
51b5087165761c8bfe1dabd2d96c8e99,5894538,51b5087165761c8bfe1dabd2d96c8e99.tflite,6095856,converted
4f7d4443b757430e60f9292b63df6e5d,4445834,4f7d4443b757430e60f9292b63df6e5d.tflite,4678424,converted
8a8c599255733293cca58f201eb56bdf,2796383,8a8c599255733293cca58f201eb56bdf.tflite,2927424,converted
97889eea40097070385170769c219cbf,24212362,97889eea40097070385170769c219cbf.tflite,24695912,converted
d9f4c44e48ec5b137847dd1ab5cf999b,8135050,d9f4c44e48ec5b137847dd1ab5cf999b.tflite,8338632,converted
27869617a9bfc0da5f109c84c4a939c7,21411210,27869617a9bfc0da5f109c84c4a939c7.tflite,21721600,converted
fc0a95d2974d93a2e7b14ffa24579e3a,12966794,fc0a95d2974d93a2e7b14ffa24579e3a.tflite,13228640,converted
d4c2ba36cf7f5a18133886d4fb06f26a,6773642,d4c2ba36cf7f5a18133886d4fb06f26a.tflite,7035488,converted
25a0e9ef34153e7ebbc2859b240a8aa4,3689354,25a0e9ef34153e7ebbc2859b240a8aa4.tflite,3946016,converted
d32a3166e1aa90f93ab547360688e7a7,5807242,d32a3166e1aa90f93ab547360688e7a7.tflite,5981640,converted
adb0222a55502bc995c9423c5a6a81c7,421663,adb0222a55502bc995c9423c5a6a81c7.tflite,488432,converted
94077873c0860ab2590b655a1889e3c3,5611402,94077873c0860ab2590b655a1889e3c3.tflite,5982496,converted
18717f525fd1554aea7a0ec9907b633a,1740447,18717f525fd1554aea7a0ec9907b633a.tflite,1851616,converted
ab4515814f7cbfdd3c0731a979042b7f,2602252,ab4515814f7cbfdd3c0731a979042b7f.tflite,2731312,converted
899273c79511eb3886001ffd5fafdf65,32633738,899273c79511eb3886001ffd5fafdf65.tflite,33114944,converted
7e6f9d42149ac45cfff02a478c7ae86f,23333258,7e6f9d42149ac45cfff02a478c7ae86f.tflite,23758256,converted
c6d2c8dc6db7566e4e547ffea6e12a8f,1941898,c6d2c8dc6db7566e4e547ffea6e12a8f.tflite,2145480,converted
23c627ab1005986bc302013e636f74b7,12274570,23c627ab1005986bc302013e636f74b7.tflite,12524608,converted
857c845e281e733583b3e1f7f13a243f,5631114,857c845e281e733583b3e1f7f13a243f.tflite,5801232,converted
7e804ee3e327a1d3ab3e34a8ccd3ce7d,3742858,7e804ee3e327a1d3ab3e34a8ccd3ce7d.tflite,3917256,converted
8e651ef65c083b4d631d9f4e1057b603,12110730,8e651ef65c083b4d631d9f4e1057b603.tflite,12363112,converted
6b357aa289720ff7908c1ab48227a2a0,21411210,6b357aa289720ff7908c1ab48227a2a0.tflite,21719800,converted
313736e5b054727569cd58208e87ba83,2908985,313736e5b054727569cd58208e87ba83.tflite,3061104,converted
a325d39cf3ac0ed2648abf7cc578e38f,24376202,a325d39cf3ac0ed2648abf7cc578e38f.tflite,24855464,converted
6a7021d931aae75193905e9f45a1f825,3511588,6a7021d931aae75193905e9f45a1f825.tflite,3642040,converted
0b6b76b6f2150440bf717d660b3fd567,2030730,0b6b76b6f2150440bf717d660b3fd567.tflite,2205024,converted
0e29b0f85d696cc300af5b65c7ea264d,31754634,0e29b0f85d696cc300af5b65c7ea264d.tflite,32177296,converted
96ad5bd16b5c2d4501ee3e16ef2a1dd8,5631114,96ad5bd16b5c2d4501ee3e16ef2a1dd8.tflite,5803176,converted
6a8e6e97ecd1dc0934e776091c5bfae7,13868938,6a8e6e97ecd1dc0934e776091c5bfae7.tflite,14240216,converted
d6f3d6ba803c8de082ac11bf70ac7b43,3742858,d6f3d6ba803c8de082ac11bf70ac7b43.tflite,3917184,converted
eaefd4d11cad9513a6bfbf675804983d,4576396,eaefd4d11cad9513a6bfbf675804983d.tflite,4727024,converted
126ea449e5bc5ea4428d138c5c5ff41d,3525514,126ea449e5bc5ea4428d138c5c5ff41d.tflite,3784264,converted
a45a0a1645289de5a6482c35ad9f185a,10199434,a45a0a1645289de5a6482c35ad9f185a.tflite,10403016,converted
af92509333e1f98b963251ce6f2011e3,4621962,af92509333e1f98b963251ce6f2011e3.tflite,4859232,converted
c7ad8d6d128cf6a4209445607328fa4a,1446928,c7ad8d6d128cf6a4209445607328fa4a.tflite,1534624,converted
e583d8c73fe8193b263b96f91caf0097,4621962,e583d8c73fe8193b263b96f91caf0097.tflite,4856896,converted
0789c1b90c28464af3c753f95b28613d,538894,0789c1b90c28464af3c753f95b28613d.tflite,628888,converted
0b08e23e6e8b9337416ee884a50d577a,946570,0b08e23e6e8b9337416ee884a50d577a.tflite,1030944,converted
dc21d50c0ea1d027fc487fbfbabbdf46,2974090,dc21d50c0ea1d027fc487fbfbabbdf46.tflite,3169936,converted
cb61ff5026aa4280858de250a5422623,3819435,cb61ff5026aa4280858de250a5422623.tflite,3971248,converted
4c2e6efcd3e63a170f3e3f358d9fea84,9014154,4c2e6efcd3e63a170f3e3f358d9fea84.tflite,9278160,converted
c2b9f32e44695e1371c6926c406b9871,7213194,c2b9f32e44695e1371c6926c406b9871.tflite,7506640,converted
c374fe5bbb3c9760aa59c669272bbf1a,6070666,c374fe5bbb3c9760aa59c669272bbf1a.tflite,6270256,converted
837f1f77737c7f262afd9d7271a99b85,13317514,837f1f77737c7f262afd9d7271a99b85.tflite,13621640,converted
d8f10eace4b69883d6652114c7d3431d,14032778,d8f10eace4b69883d6652114c7d3431d.tflite,14401784,converted
1c14688f9132dec0c53d90f9480c8527,3014829,1c14688f9132dec0c53d90f9480c8527.tflite,3187776,converted
ae64022f9eb4d711b7a641ae08009269,3742858,ae64022f9eb4d711b7a641ae08009269.tflite,3915312,converted
8259fa5ddab153bcf0717e56a5ed303c,3655817,8259fa5ddab153bcf0717e56a5ed303c.tflite,3848568,converted
c385cff57230e741416398670b9fe6c5,5631114,c385cff57230e741416398670b9fe6c5.tflite,5803104,converted
ba913daa2e7faa0619ceea5b3b7db9bc,1678474,ba913daa2e7faa0619ceea5b3b7db9bc.tflite,1852800,converted
ebae67dbca44bd8e9edbf269ddadd76a,14032778,ebae67dbca44bd8e9edbf269ddadd76a.tflite,14401464,converted
7a531e6f76569528f9feea0a2ced6f36,7125898,7a531e6f76569528f9feea0a2ced6f36.tflite,7392424,converted
779940613eb81c2bfd643b029f8018b8,14196618,779940613eb81c2bfd643b029f8018b8.tflite,14561272,converted
e092d43820b08fe53aa2ba6e2395850a,30711690,e092d43820b08fe53aa2ba6e2395850a.tflite,31078216,converted
50b4318c3a5eb399616907d00178e258,4006282,50b4318c3a5eb399616907d00178e258.tflite,4207992,converted
1d51417872db404b98002772ce6918ef,12274570,1d51417872db404b98002772ce6918ef.tflite,12526552,converted
3bf3515c1fe4fc15a90822afb65853f5,5631114,3bf3515c1fe4fc15a90822afb65853f5.tflite,5803104,converted
031c1f0c8c25ed2705bfb80539a6b602,3479434,031c1f0c8c25ed2705bfb80539a6b602.tflite,3624504,converted
1864812c899522d96a54dec5a4625e45,1749642,1864812c899522d96a54dec5a4625e45.tflite,1867984,converted
8857e90db260c3ae832eb1d3ad1d2337,22290314,8857e90db260c3ae832eb1d3ad1d2337.tflite,22659248,converted
815c0e815b8110ef48534a89faf25ac2,8135050,815c0e815b8110ef48534a89faf25ac2.tflite,8336512,converted
4d31877fefc56fa91d38adfb5bd451ae,4885386,4d31877fefc56fa91d38adfb5bd451ae.tflite,5147448,converted
451cb41d3d50e2e07e18f4ff81009276,4358538,451cb41d3d50e2e07e18f4ff81009276.tflite,4563960,converted
1b907c229ed015b3f2ef1a17ed706709,6070666,1b907c229ed015b3f2ef1a17ed706709.tflite,6274320,converted
1eac8b63b3ed0ebddd37682e7d2b30d4,4006282,1eac8b63b3ed0ebddd37682e7d2b30d4.tflite,4209864,converted
0404382a6b008f0313713a0adf913655,31590794,0404382a6b008f0313713a0adf913655.tflite,32015792,converted
69850253bf36a638fc16c5b7da27e66a,5543818,69850253bf36a638fc16c5b7da27e66a.tflite,5687016,converted
3bb5cbe9ee50ea47f1b9d9ef8c375db9,13153674,3bb5cbe9ee50ea47f1b9d9ef8c375db9.tflite,13464136,converted
5571641268b26e2ff4f407605937d677,28789642,5571641268b26e2ff4f407605937d677.tflite,29041624,converted
724ceb3878ccde3f535dd4ab2555c917,4358538,724ceb3878ccde3f535dd4ab2555c917.tflite,4564216,converted
fd19255f3c4904f64809069de5230d6b,21575050,fd19255f3c4904f64809069de5230d6b.tflite,21883168,converted
6e66c8882a44d6d79613c399271aaa33,8750730,6e66c8882a44d6d79613c399271aaa33.tflite,8985664,converted
7cfd725f077a0c642c7ba8c3cb19a627,6246794,7cfd725f077a0c642c7ba8c3cb19a627.tflite,6452464,converted
355f27a4725363f68c8f1a88fc0f8baf,4798090,355f27a4725363f68c8f1a88fc0f8baf.tflite,5035360,converted
84b167c77985fe05f490bc4141dc676d,5807242,84b167c77985fe05f490bc4141dc676d.tflite,5979520,converted
0a717117beece9157e67f6eb75517763,2205322,0a717117beece9157e67f6eb75517763.tflite,2438160,converted
853add1fb58360f2ee5b53178d6429dd,6510218,853add1fb58360f2ee5b53178d6429dd.tflite,6743528,converted
20eb3079cc47b71a42078650fef10acb,6686346,20eb3079cc47b71a42078650fef10acb.tflite,6921280,converted
8cc1db85d68941ddc0ae6f455b7dd8ae,12110730,8cc1db85d68941ddc0ae6f455b7dd8ae.tflite,12364984,converted
5d4190fd89bb23037c68bfde193c77bf,9014154,5d4190fd89bb23037c68bfde193c77bf.tflite,9278088,converted
0b4c894ca3edffb49c77ea258aa3f72e,6510218,0b4c894ca3edffb49c77ea258aa3f72e.tflite,6740936,converted
bbd7d7c4c9b9d1d8532d3f1fa4af668d,2914728,bbd7d7c4c9b9d1d8532d3f1fa4af668d.tflite,3063072,converted
c41cdfda81450373fe921c4920794f6b,5983370,c41cdfda81450373fe921c4920794f6b.tflite,6157272,converted
38da11ee56783f9cff5ecdfa0607cbad,1591178,38da11ee56783f9cff5ecdfa0607cbad.tflite,1733880,converted
0e46dc003e269edef361afacbb1dfec7,2151197,0e46dc003e269edef361afacbb1dfec7.tflite,2303752,converted
cd977eada26c27f906700012e6b554df,1678474,cd977eada26c27f906700012e6b554df.tflite,1852624,converted
2f15ccd4bd9b45cb3ad9ecee049305d4,7871626,2f15ccd4bd9b45cb3ad9ecee049305d4.tflite,8044080,converted
0a8388379b342a251a517c221111ac11,7871626,0a8388379b342a251a517c221111ac11.tflite,8046024,converted
68c6827857da65b3fa6ca5a0f6998255,3853194,68c6827857da65b3fa6ca5a0f6998255.tflite,4107520,converted
a6e1161e28c87f691606f452cbd2625f,8398474,a6e1161e28c87f691606f452cbd2625f.tflite,8631312,converted
6b3b187b26bf62d08556fc86e69ca60c,6818186,6b3b187b26bf62d08556fc86e69ca60c.tflite,7243184,converted
92a5631bab282fb916ce1bb17226e868,12989834,92a5631bab282fb916ce1bb17226e868.tflite,13302560,converted
abbb229f6d99fca2894a8bf159d9ec19,951471,abbb229f6d99fca2894a8bf159d9ec19.tflite,1084480,converted
b11ebfad8525cd6f388d1c36eb981a68,5807242,b11ebfad8525cd6f388d1c36eb981a68.tflite,5981568,converted
016dcad6f7847b83fa79dc0231d5a6d5,3410512,016dcad6f7847b83fa79dc0231d5a6d5.tflite,3520768,converted
8e1d80638c24b4d6cf2dfdadebca9737,1080970,8e1d80638c24b4d6cf2dfdadebca9737.tflite,1196976,converted
bcff469d9ca87c205c3cdfbbcbfec4d6,3479434,bcff469d9ca87c205c3cdfbbcbfec4d6.tflite,3624504,converted
8e745799d6c739ad3f03b9de020abc08,10462858,8e745799d6c739ad3f03b9de020abc08.tflite,10695696,converted
a665b13021b69a2c84bbf3105c0cca37,21575050,a665b13021b69a2c84bbf3105c0cca37.tflite,21881224,converted
316e8d8502dc03f3796a24a53138df45,8135050,316e8d8502dc03f3796a24a53138df45.tflite,8338704,converted
97a871e1febc99c32b5744dbd658d2cd,20532106,97a871e1febc99c32b5744dbd658d2cd.tflite,20782144,converted
5ecdf1aa778267ee20e1467d932faa71,3655562,5ecdf1aa778267ee20e1467d932faa71.tflite,3802720,converted
083ee66bbaafd65732757ced69e68dc5,4182410,083ee66bbaafd65732757ced69e68dc5.tflite,4388336,converted
fd663009d1b174af92226267eb251e82,3742858,fd663009d1b174af92226267eb251e82.tflite,3917256,converted
16225523801005dd8ea21f1ef27c0310,13868938,16225523801005dd8ea21f1ef27c0310.tflite,14240216,converted
9fbcfdba7eb6a45217da1a8c3fbb3b71,3566730,9fbcfdba7eb6a45217da1a8c3fbb3b71.tflite,3738792,converted
03285238b082a745991a143294b28878,1870892,03285238b082a745991a143294b28878.tflite,2002592,converted
a86dde299f89b29f81573ed9e5a93999,5807242,a86dde299f89b29f81573ed9e5a93999.tflite,5981568,converted
c7f7307afb5ee2b8d1533d087109f2b6,5631114,c7f7307afb5ee2b8d1533d087109f2b6.tflite,5801232,converted
682e8c26332f87690f20b44750be28eb,3039882,682e8c26332f87690f20b44750be28eb.tflite,3151304,converted
6f026193cdbf07ab16259b8f4426e1d6,2557578,6f026193cdbf07ab16259b8f4426e1d6.tflite,2792512,converted
7d4b7fc1b99bcb64747f0c5b3b0046f6,22290314,7d4b7fc1b99bcb64747f0c5b3b0046f6.tflite,22659072,converted
9136b2e02ddc2881f410b4ba54bbad48,3087550,9136b2e02ddc2881f410b4ba54bbad48.tflite,3241176,converted
c9983c4d8fc199d68a3778c8e181a319,5775242,c9983c4d8fc199d68a3778c8e181a319.tflite,6144176,converted
86ef58b422915affbb5f01dc2fc5c1ce,6246794,86ef58b422915affbb5f01dc2fc5c1ce.tflite,6450128,converted
f2bf6cacc836e8ff51766fcef9716a86,1072344,f2bf6cacc836e8ff51766fcef9716a86.tflite,1223864,converted
b3dc79507d0bd5a4b0915ba165376fbf,6510218,b3dc79507d0bd5a4b0915ba165376fbf.tflite,6742808,converted
1301d79cd7922fa516eea152b69b1aca,2664111,1301d79cd7922fa516eea152b69b1aca.tflite,2776488,converted
41175f66e2794653da6a4d874950ac0d,6510218,41175f66e2794653da6a4d874950ac0d.tflite,6742808,converted
1861cea8716fd7bebbd36446e7c95ea5,5807242,1861cea8716fd7bebbd36446e7c95ea5.tflite,5981568,converted
66b65750b26b4418ef9639f2b929fa0f,16118666,66b65750b26b4418ef9639f2b929fa0f.tflite,16599872,converted
e0e95c85c9ece1eb0443ca4564a17337,4732298,e0e95c85c9ece1eb0443ca4564a17337.tflite,5045168,converted
167e7c85c4a65b87b0fd985096f55495,22290314,167e7c85c4a65b87b0fd985096f55495.tflite,22659176,converted
999343ba2fa65de082920986f582ef16,12274570,999343ba2fa65de082920986f582ef16.tflite,12526552,converted
35a1b276de7c14a843ca0fa06cb1366b,1678474,35a1b276de7c14a843ca0fa06cb1366b.tflite,1852800,converted
ff72892816559bc53a6b78f94dc61381,8750730,ff72892816559bc53a6b78f94dc61381.tflite,8985664,converted
47be656fde01f5f12561adb8ffed2abf,3039882,47be656fde01f5f12561adb8ffed2abf.tflite,3153432,converted
7bbec64332bf58b6c1681300e18f6fb3,4006282,7bbec64332bf58b6c1681300e18f6fb3.tflite,4209936,converted
d86ff6f4644cbcb23c4df79be36a890f,1696570,d86ff6f4644cbcb23c4df79be36a890f.tflite,1828144,converted
49c8ac2ed4a5e22d332c0e01bc348826,2490952,49c8ac2ed4a5e22d332c0e01bc348826.tflite,2602088,converted
cac2ab2b1c21698c84140b29e4c428e5,29832586,cac2ab2b1c21698c84140b29e4c428e5.tflite,30140632,converted
2a9de05ff1fb55ac3c8e8700b6945372,23497098,2a9de05ff1fb55ac3c8e8700b6945372.tflite,23917888,converted
b4ed20daca47eccf1852b226911a394f,3655562,b4ed20daca47eccf1852b226911a394f.tflite,3800848,converted
534f2002efc14247307c7dcc2ca55b32,5367690,534f2002efc14247307c7dcc2ca55b32.tflite,5508552,converted
1ecb5011982f7afbbe77f62781d9890a,22126474,1ecb5011982f7afbbe77f62781d9890a.tflite,22497496,converted
c330076d84843e97be8255f84e6bf74a,29668746,c330076d84843e97be8255f84e6bf74a.tflite,29977264,converted
093c374abde96ff2195a516ed51d8930,1978762,093c374abde96ff2195a516ed51d8930.tflite,2063136,converted
a220b0487ff7cbcd7d9b4a2bf689bee3,3918986,a220b0487ff7cbcd7d9b4a2bf689bee3.tflite,4093064,converted
b34c0272bee36b6fbd2971734b2e0a63,4896138,b34c0272bee36b6fbd2971734b2e0a63.tflite,5202784,converted
f34e759058f459e13720e99458ba704a,10199434,f34e759058f459e13720e99458ba704a.tflite,10403016,converted
d648a3844908aa19dc9385b9f4f790f4,4555612,d648a3844908aa19dc9385b9f4f790f4.tflite,4706696,converted
c8c0c1d28b982ed0606fa0ef1a0ce3f1,2619709,c8c0c1d28b982ed0606fa0ef1a0ce3f1.tflite,2750560,converted
612d407648614f6d21d541c24f856df6,6949770,612d407648614f6d21d541c24f856df6.tflite,7213960,converted
7eae29ce7b118b8684f79d1b18f5ab25,3742858,7eae29ce7b118b8684f79d1b18f5ab25.tflite,3917256,converted
1f941406ab56a639aa09655485551228,1007260,1f941406ab56a639aa09655485551228.tflite,1117136,converted
9df5740cb4c58ca0d0b39b00e06945c7,7958922,9df5740cb4c58ca0d0b39b00e06945c7.tflite,8160168,converted
96bf52913dbdd678023248228c44161d,1415050,96bf52913dbdd678023248228c44161d.tflite,1556128,converted
505d88dc866b52e996d5300ed816617a,10188682,505d88dc866b52e996d5300ed816617a.tflite,10324328,converted
014722f96dcbf25ec351a10bc88871bc,2593855,014722f96dcbf25ec351a10bc88871bc.tflite,2723824,converted
ee2da367688cdf6ca0f971c50af1daec,1876173,ee2da367688cdf6ca0f971c50af1daec.tflite,2008656,converted
c625ac37ab948f898c3c054e1d4036cb,3922338,c625ac37ab948f898c3c054e1d4036cb.tflite,4094376,converted
2c751a7023a29f5c4e0b9d47e3db010d,2118026,2c751a7023a29f5c4e0b9d47e3db010d.tflite,2321824,converted
9f8cbcb28eeffd2271d4e9d9452fc36c,3918986,9f8cbcb28eeffd2271d4e9d9452fc36c.tflite,4093064,converted
5f6cf7842957b50ed1ec456ec450592a,13153674,5f6cf7842957b50ed1ec456ec450592a.tflite,13464136,converted
13e677d747f01fcad4c15aa4b6d86c96,6862474,13e677d747f01fcad4c15aa4b6d86c96.tflite,7099496,converted
8b7f9b37a02fdf554fb77e97a2c4edbb,22454154,8b7f9b37a02fdf554fb77e97a2c4edbb.tflite,22820752,converted
15ab0e32f80a8c849f3059558d6870ef,12989834,15ab0e32f80a8c849f3059558d6870ef.tflite,13302704,converted
d659906577ed785b207435980424f250,10199434,d659906577ed785b207435980424f250.tflite,10399240,converted
e5cad1ddc356cbc04f10d332c725920a,10199434,e5cad1ddc356cbc04f10d332c725920a.tflite,10403016,converted
f575f11dc6418749f4a7fbe1ba85fd68,5807242,f575f11dc6418749f4a7fbe1ba85fd68.tflite,5981640,converted
2b1027320feb50ac8ec9666faecc71d5,4301142,2b1027320feb50ac8ec9666faecc71d5.tflite,4471144,converted
fc42aef154235f2c6cc2b2a55df465b8,4182410,fc42aef154235f2c6cc2b2a55df465b8.tflite,4388336,converted
f5376f9b94d32a4bbc807b78e7b8d3cd,656125,f5376f9b94d32a4bbc807b78e7b8d3cd.tflite,764960,converted
0934382716064e95d27691330b30253c,5104266,0934382716064e95d27691330b30253c.tflite,5217816,converted
8413eea4b2037cf27f6a9755759bac6a,2160896,8413eea4b2037cf27f6a9755759bac6a.tflite,2313424,converted
6e7a1dc16a081a750ba3e0f842e50038,24376202,6e7a1dc16a081a750ba3e0f842e50038.tflite,24855464,converted
37b9119d970b5fed20e62a2cda96a096,14032778,37b9119d970b5fed20e62a2cda96a096.tflite,14401640,converted
b436a6e7730396404984f0775bdbdbc9,1415050,b436a6e7730396404984f0775bdbdbc9.tflite,1560120,converted
e8a5ec87a4930851f02349c0cf821dcc,21411210,e8a5ec87a4930851f02349c0cf821dcc.tflite,21719616,converted
512cd9a356825574885d92ab58846b0a,3479434,512cd9a356825574885d92ab58846b0a.tflite,3624504,converted
0aa38cacf8f33fe81fe44d932636e9f2,8398474,0aa38cacf8f33fe81fe44d932636e9f2.tflite,8631312,converted
85fc17d541dc5eb70337803fcea31de8,8574602,85fc17d541dc5eb70337803fcea31de8.tflite,8807728,converted
0d90a5d14d815418d08a5a53d9f0bad2,4521276,0d90a5d14d815418d08a5a53d9f0bad2.tflite,4732600,converted
